#x0,x1,x2,y0,y1,y2
-1.429591,-4.582255,-0.511609,1.780246,21.461310,-45.203926
-1.426831,-4.632301,-0.517883,2.474381,22.240199,-45.070156
-1.423415,-4.682673,-0.523492,1.807001,21.339126,-44.238650
-1.419460,-4.733651,-0.526837,2.198352,21.934746,-44.855109
-1.415577,-4.784743,-0.524412,2.591823,21.429177,-44.473805
-1.411997,-4.835724,-0.519041,2.873869,21.483423,-44.505755
-1.408589,-4.885949,-0.512607,2.032880,21.019371,-44.299400
-1.405618,-4.936524,-0.506027,1.946183,20.649703,-44.690872
-1.403555,-4.988135,-0.500137,2.150530,20.831662,-44.314959
-1.409579,-5.062421,-0.496725,2.640471,21.611760,-44.859077
-1.410937,-5.114384,-0.497624,2.451402,20.978251,-44.241086
-1.413309,-5.166754,-0.501707,2.543673,21.066490,-43.961246
-1.416565,-5.219447,-0.507840,2.875151,19.997293,-43.278020
-1.420478,-5.272355,-0.515586,2.388963,20.383104,-44.188584
-1.424897,-5.324661,-0.523783,2.205900,20.092823,-43.039937
-1.429730,-5.376618,-0.530011,2.002297,19.971867,-43.399035
-1.434599,-5.428493,-0.532607,1.882871,20.068775,-43.260841
-1.439355,-5.480422,-0.529309,1.648776,19.705712,-42.669483
-1.443694,-5.530711,-0.524072,1.522182,20.303388,-43.658396
-1.453072,-5.601621,-0.514569,1.814425,19.103505,-42.949776
-1.457787,-5.673881,-0.505461,2.605223,19.825871,-42.774231
-1.460082,-5.744563,-0.501829,1.974187,19.335970,-42.767503
-1.460489,-5.814292,-0.504732,1.927948,18.860067,-42.482496
-1.459998,-5.885469,-0.511367,2.447979,19.262004,-42.215319
-1.458643,-5.957611,-0.520104,2.405988,19.089047,-43.017203
-1.459673,-6.029215,-0.526264,2.612192,18.371266,-42.421622
-1.458140,-6.103082,-0.521227,3.690807,18.342301,-41.908814
-1.457014,-6.152730,-0.513854,3.710642,18.109929,-41.510998
-1.455362,-6.226332,-0.503097,2.794273,18.555325,-42.461041
-1.455135,-6.301253,-0.495499,3.145097,18.173780,-42.466783
-1.456509,-6.352438,-0.493748,3.492677,18.641573,-42.730536
-1.459272,-6.403853,-0.495154,3.099199,18.232457,-41.611585
-1.463355,-6.455438,-0.499394,4.518130,18.195045,-41.856069
-1.468883,-6.507086,-0.505300,4.347250,18.010287,-42.038222
-1.475841,-6.558604,-0.512186,4.516531,18.389826,-42.090952
-1.483662,-6.609445,-0.519535,5.039794,17.148428,-41.740797
-1.493442,-6.658050,-0.527386,4.586672,16.812835,-41.990250
-1.501258,-6.708719,-0.530143,4.504018,17.486506,-42.318077
-1.508703,-6.760293,-0.527000,4.228248,16.941175,-42.554440
-1.515663,-6.812053,-0.521009,4.882741,18.054110,-41.592243
-1.522206,-6.861895,-0.514842,4.658423,17.624323,-41.999865
-1.528500,-6.911573,-0.508423,5.033943,17.090836,-42.086056
-1.534291,-6.962550,-0.502802,5.238833,17.847243,-41.483876
-1.539356,-7.013080,-0.499374,5.621765,18.451965,-41.677685
-1.545403,-7.086521,-0.499459,5.261827,17.228951,-42.262285
-1.550130,-7.161344,-0.508168,5.079870,17.317487,-42.333033
-1.553060,-7.211169,-0.513678,5.320597,16.822999,-42.484978
-1.555471,-7.261231,-0.520292,5.447256,16.521967,-42.152063
-1.557595,-7.311506,-0.525765,6.282213,16.672258,-41.882894
-1.559686,-7.362339,-0.527853,6.825563,16.686955,-42.732095
-1.562193,-7.413372,-0.523427,7.284950,17.239046,-42.317851
-1.565068,-7.463754,-0.515859,7.456697,16.837722,-42.724582
-1.568114,-7.513441,-0.507685,6.740243,16.714506,-42.863370
-1.571869,-7.562971,-0.500454,7.023981,16.391403,-42.716694
-1.577167,-7.612891,-0.495000,7.184236,16.669024,-42.886896
-1.588153,-7.686852,-0.494954,7.454991,16.769987,-42.435717
-1.596774,-7.737418,-0.497653,7.910956,16.655488,-42.714038
-1.606156,-7.788921,-0.503116,7.837194,17.193050,-42.677310
-1.616408,-7.840861,-0.510029,7.662472,17.083094,-42.511229
-1.627383,-7.892674,-0.517929,8.408700,16.536178,-43.333486
-1.638856,-7.944021,-0.525640,8.420339,16.508002,-42.862611
-1.650677,-7.995023,-0.530722,7.280772,16.041849,-42.875782
-1.662706,-8.045761,-0.531703,7.132602,15.399805,-43.410953
-1.675076,-8.096802,-0.526542,7.854166,15.617312,-42.635689
-1.687349,-8.146708,-0.519403,7.817085,15.427373,-42.832689
-1.701397,-8.216561,-0.508626,8.077880,14.861660,-43.043536
-1.711670,-8.265974,-0.502931,8.062167,15.234354,-42.758241
-1.720970,-8.315439,-0.499307,7.545288,15.689231,-42.492392
-1.733341,-8.387659,-0.498610,6.968421,14.836373,-42.552711
-1.744638,-8.458605,-0.503362,7.012326,13.805660,-42.642707
-1.755169,-8.530747,-0.511227,6.078428,13.789496,-42.772565
-1.764210,-8.603419,-0.520004,5.332333,13.177615,-42.925770
-1.772757,-8.677436,-0.523053,5.527683,12.884049,-43.216651
-1.776755,-8.727985,-0.518170,5.812552,12.673817,-42.313304
-1.783299,-8.778130,-0.510727,5.113352,13.155346,-42.331471
-1.790209,-8.827569,-0.503473,4.587457,12.530224,-42.876627
-1.798111,-8.876860,-0.497073,4.649003,12.124433,-42.265045
-1.807329,-8.927160,-0.492136,3.430034,12.562035,-42.712583
-1.818104,-8.978036,-0.489359,3.960476,12.886060,-42.236235
-1.830022,-9.028894,-0.489690,3.584721,12.837380,-42.440410
-1.842664,-9.080540,-0.493228,3.084903,12.522823,-42.778666
-1.856009,-9.133016,-0.499274,3.104469,13.375594,-42.193528
-1.870041,-9.185714,-0.507083,2.339339,13.297696,-42.289905
-1.884515,-9.237811,-0.515691,2.205352,12.771631,-41.949205
-1.897058,-9.286561,-0.523291,1.833724,12.848355,-42.456335
-1.911078,-9.338093,-0.527019,1.305186,12.760394,-41.723096
-1.924083,-9.389552,-0.524664,0.466209,13.246227,-42.038326
-1.936045,-9.439738,-0.519059,0.312821,13.310989,-42.092390
-1.952209,-9.511714,-0.507677,0.699316,12.891629,-42.257286
-1.960790,-9.560751,-0.499411,0.885466,13.633773,-42.118449
-1.967709,-9.609900,-0.492965,0.247846,14.231387,-42.254563
-1.975667,-9.682184,-0.489763,-0.645553,14.122502,-42.319571
-1.977995,-9.732188,-0.495297,-0.561544,14.076622,-42.290669
-1.982504,-9.806058,-0.503255,-0.080000,14.384817,-42.264606
-1.984002,-9.856067,-0.510136,-0.782066,14.319923,-42.125066
-1.984183,-9.906326,-0.516533,-0.770511,14.631275,-42.139909
-1.983044,-9.956920,-0.520297,0.065731,14.808871,-42.378869
-1.980632,-10.007498,-0.518269,-0.339155,14.964315,-42.721344
-1.977334,-10.057876,-0.511991,-0.308135,15.102934,-42.462991
-1.973591,-10.107438,-0.505394,-0.417748,15.015673,-42.951490
-1.968483,-10.181884,-0.495076,-0.729892,15.437593,-42.700663
-1.966070,-10.233113,-0.489766,-0.665718,16.432068,-42.516878
-1.963810,-10.286108,-0.490784,-0.209238,16.944503,-43.229447
-1.963765,-10.338663,-0.492263,0.208632,16.364739,-42.543892
-1.964288,-10.392435,-0.497066,0.357049,17.546575,-42.565933
-1.965090,-10.447312,-0.504150,0.407121,17.431782,-42.538953
-1.966180,-10.502449,-0.512607,0.355744,17.394619,-43.356397
-1.967490,-10.556971,-0.521452,0.376382,17.732871,-43.123451
-1.968331,-10.611285,-0.527917,0.844755,17.255805,-43.030268
-1.967884,-10.665795,-0.530672,0.233718,17.707622,-43.169722
-1.965660,-10.719997,-0.527349,-0.172990,18.022699,-43.269789
-1.962116,-10.772656,-0.521246,-0.123482,18.445246,-43.465574
-1.956022,-10.822164,-0.514125,0.365840,18.538151,-43.338566
-1.949549,-10.872867,-0.506900,0.204699,19.470739,-43.077584
-1.940855,-10.922788,-0.500591,-0.046961,20.440558,-43.122447
-1.924780,-10.993761,-0.496151,0.246450,20.112131,-43.166790
-1.905861,-11.061993,-0.498587,-0.753505,20.772286,-43.312511
-1.884041,-11.129383,-0.505513,-0.635537,20.145333,-43.525008
-1.859243,-11.194686,-0.514313,-0.119638,20.311244,-44.099613
-1.840437,-11.240964,-0.520570,-0.114144,20.935126,-43.130322
-1.809458,-11.303771,-0.519486,-0.044176,21.123507,-43.003074
-1.775914,-11.363952,-0.513265,-0.190578,21.767530,-43.053554
-1.740654,-11.421820,-0.503199,-0.419017,21.096128,-43.379542
-1.705290,-11.480150,-0.492515,-0.472292,22.627112,-43.003657
-1.671724,-11.537899,-0.488227,-0.462103,22.822036,-42.499931
-1.638602,-11.596358,-0.493213,0.173250,22.864979,-42.514638
-1.601292,-11.653742,-0.503287,-0.191731,23.427970,-41.762801
-1.562705,-11.710791,-0.515708,-1.242264,23.363112,-42.199089
-1.522609,-11.766406,-0.522281,-0.125947,23.237698,-41.975469
-1.478832,-11.819751,-0.516387,-1.363956,23.073648,-41.816111
-1.431890,-11.873513,-0.508700,-0.476412,24.373001,-41.184467
-1.383988,-11.921383,-0.501536,-0.453019,25.141503,-40.377874
-1.332745,-11.963356,-0.498285,-1.395885,24.244756,-40.677048
-1.278222,-12.000708,-0.501021,-2.121018,23.048904,-40.758198
-1.220759,-12.035289,-0.507006,-1.569875,23.184273,-40.279994
-1.160654,-12.067198,-0.514298,-0.359109,23.456333,-40.056019
-1.097140,-12.101115,-0.521954,-0.617426,23.760531,-39.320436
-1.030397,-12.127558,-0.519616,-0.484538,24.557363,-38.802865
-0.962439,-12.150543,-0.511343,-0.264850,23.426744,-39.038854
-0.895742,-12.171631,-0.502325,-0.463977,22.726923,-38.670802
-0.828132,-12.194312,-0.494149,-1.047377,23.084849,-39.188702
-0.761653,-12.218828,-0.490562,-0.685553,23.817243,-38.337661
-0.695245,-12.243604,-0.493538,-0.768477,23.346963,-38.055159
-0.630869,-12.269319,-0.503530,-0.328199,23.144988,-38.025496
-0.563759,-12.292556,-0.514569,-0.501811,22.926391,-37.821297
-0.497679,-12.314818,-0.524826,0.219065,22.617762,-37.408377
-0.430984,-12.335653,-0.525629,0.354361,22.418798,-38.190740
-0.362556,-12.354245,-0.516299,-0.213333,21.884172,-37.461298
-0.296055,-12.370302,-0.507646,0.142934,22.458495,-38.037678
-0.236482,-12.376022,-0.500928,-0.173628,22.643148,-37.694259
-0.170062,-12.384285,-0.498987,-0.581552,21.862489,-37.352312
-0.103605,-12.388477,-0.501626,-0.563850,21.876814,-37.913286
-0.035890,-12.389639,-0.507383,-0.319821,21.723076,-37.264152
0.032744,-12.387310,-0.515664,-0.060391,21.669300,-37.045918
0.102424,-12.382113,-0.523253,0.625359,22.038549,-36.711738
0.174397,-12.375092,-0.519082,-0.388387,21.791643,-36.780156
0.245155,-12.367664,-0.508653,-0.039573,21.565989,-37.013436
0.297334,-12.365149,-0.501131,0.462028,21.646172,-36.439327
0.360537,-12.363648,-0.493330,0.628057,21.921099,-36.158420
0.421711,-12.364451,-0.489500,0.750188,21.723397,-36.588654
0.483137,-12.366303,-0.490727,0.542416,21.495116,-36.323759
0.544648,-12.369200,-0.496629,1.108758,21.838132,-35.982580
0.605941,-12.373417,-0.505888,1.445030,21.982798,-36.136402
0.667070,-12.379194,-0.514663,1.276582,21.655889,-35.867826
0.728669,-12.386327,-0.516946,1.463055,21.428372,-35.840985
0.790122,-12.394088,-0.509648,1.193424,21.745079,-35.715628
0.839488,-12.410031,-0.503497,1.623191,21.415089,-35.682320
0.897071,-12.417037,-0.496334,0.953310,21.700297,-35.620262
0.953521,-12.422175,-0.491412,0.995263,21.724012,-35.678011
1.007940,-12.425008,-0.489956,2.461491,21.770838,-35.911280
1.061933,-12.426767,-0.492065,1.691302,21.221946,-36.213003
1.116450,-12.427150,-0.497048,2.090062,21.133104,-35.443199
1.171791,-12.426078,-0.504424,2.317474,20.745385,-35.836733
1.237923,-12.432422,-0.510080,2.599812,21.807721,-35.253293
1.295122,-12.430589,-0.504291,1.948105,22.111855,-35.472130
1.348982,-12.428952,-0.498822,2.572291,21.305920,-35.319247
1.401824,-12.427912,-0.493686,2.811563,21.671727,-35.922768
1.453804,-12.427751,-0.489377,2.703791,21.678565,-35.955815
1.504993,-12.428512,-0.487546,3.336325,21.360611,-35.397954
1.555512,-12.429043,-0.488673,3.670854,21.860553,-36.387647
1.621213,-12.428291,-0.493374,3.534541,21.421050,-36.350230
1.671582,-12.435543,-0.495284,3.397963,21.497477,-36.041290
1.729724,-12.432562,-0.488256,4.056543,21.278224,-36.864767
1.782382,-12.426073,-0.484756,4.366614,21.594654,-36.392992
1.841654,-12.412463,-0.482728,4.186781,21.640832,-37.244711
1.894401,-12.395006,-0.482922,4.589408,21.293015,-36.762494
1.943720,-12.378581,-0.484264,4.676584,21.855776,-37.435172
1.992373,-12.350382,-0.480928,5.537394,21.205383,-37.613299
2.040617,-12.319895,-0.480633,5.212603,21.181506,-37.741829
2.088002,-12.297789,-0.485681,5.231745,21.452407,-37.649214
2.137873,-12.292815,-0.490216,5.399081,21.636777,-37.161281
2.188992,-12.297292,-0.495910,5.405270,21.247121,-38.432337
2.237028,-12.288524,-0.506752,5.865818,21.038022,-38.595290
2.292739,-12.288239,-0.513560,6.126835,20.093717,-38.531999
2.343370,-12.294265,-0.520852,6.238373,20.526257,-38.952859
2.402203,-12.308112,-0.515255,7.186578,20.936784,-39.567644
2.453970,-12.320691,-0.501316,6.686001,20.397531,-39.720753
2.508170,-12.333046,-0.494963,6.590545,20.927231,-40.565331
2.565437,-12.345047,-0.493007,6.121431,20.974093,-40.402500
2.627172,-12.356020,-0.492792,6.020095,21.041932,-41.035425
2.690872,-12.364547,-0.497967,5.763332,21.228514,-41.846836
2.741094,-12.369427,-0.503689,6.330599,20.978102,-41.443690
2.793003,-12.371736,-0.509638,6.727014,20.091033,-42.467154
2.845258,-12.371559,-0.515123,7.138602,20.334475,-42.736382
2.898315,-12.370248,-0.515802,6.889877,20.842429,-43.497787
2.953320,-12.367477,-0.508840,7.120181,21.127395,-43.323236
3.006833,-12.366936,-0.498853,6.645062,20.931422,-44.003555
3.060425,-12.368601,-0.491691,5.685058,20.670883,-44.447764
3.114005,-12.373441,-0.485759,5.314652,20.332761,-44.579510
3.168426,-12.380141,-0.484488,5.525816,20.887769,-45.072480
3.224231,-12.387954,-0.488298,5.149413,21.409803,-45.296183
3.279560,-12.397799,-0.495050,5.235287,20.444967,-45.664097
3.334011,-12.410216,-0.503001,5.748664,20.704466,-45.664551
3.390425,-12.420933,-0.511139,5.320737,20.729519,-46.527489
3.446711,-12.435568,-0.509162,5.437434,20.811910,-46.215867
3.504044,-12.451202,-0.498356,4.620640,20.141957,-46.850783
3.559588,-12.465790,-0.491785,5.432883,20.205315,-46.683191
3.618610,-12.479366,-0.488056,4.168356,20.148603,-46.928515
3.678993,-12.490467,-0.486949,2.592737,20.331848,-47.840275
3.740238,-12.499459,-0.489111,2.532948,19.824372,-47.886696
3.799467,-12.504866,-0.496417,2.788553,19.783519,-48.385595
3.862962,-12.512574,-0.504791,2.895765,19.608948,-48.091231
3.926859,-12.518968,-0.512963,2.786957,19.512803,-47.804108
3.991192,-12.524491,-0.512632,3.326439,19.225048,-48.404854
4.055394,-12.529713,-0.502577,3.208521,18.997906,-48.200339
4.118473,-12.535255,-0.491336,2.880173,18.553084,-48.632018
4.181576,-12.542737,-0.482764,2.021455,18.250389,-48.134791
4.245704,-12.551549,-0.479217,2.153022,18.006110,-49.149978
4.310222,-12.560531,-0.482322,2.447174,18.115669,-49.192945
4.377142,-12.569610,-0.491607,1.714311,17.847801,-49.583102
4.442056,-12.581227,-0.500712,1.945759,17.285183,-49.611317
4.507745,-12.594240,-0.509621,2.298334,16.425774,-50.102866
4.574367,-12.609427,-0.514408,2.778492,16.574589,-50.032801
4.642432,-12.626492,-0.507447,2.449713,16.653447,-51.261352
4.710135,-12.644053,-0.496730,2.144173,16.610208,-50.995314
4.776161,-12.661128,-0.489478,1.766175,16.712557,-51.260753
4.842372,-12.676628,-0.487001,0.961232,17.185345,-51.491651
4.904794,-12.687213,-0.486358,0.909583,17.029761,-51.843517
4.968366,-12.698570,-0.490392,1.246304,16.065602,-52.324497
5.032660,-12.708618,-0.496598,1.489026,16.338344,-52.013627
5.097829,-12.716965,-0.503992,2.420318,15.879100,-52.145344
5.164818,-12.724790,-0.507016,2.014766,16.170282,-52.935502
5.233474,-12.733170,-0.499876,1.584172,16.262732,-53.085848
5.301559,-12.741902,-0.490367,1.546921,16.019336,-53.541059
5.369340,-12.752653,-0.482777,0.983110,15.107532,-54.003746
5.438162,-12.765659,-0.477745,1.076290,15.046879,-53.807072
5.506526,-12.782047,-0.479175,0.549910,16.098267,-53.982243
5.574848,-12.800275,-0.485825,0.536612,15.018481,-54.022969
5.643082,-12.820009,-0.495752,1.086823,15.294618,-54.307446
5.711101,-12.840986,-0.506820,0.862005,15.049077,-54.978239
5.779572,-12.863490,-0.512875,1.452896,14.402084,-54.264370
5.849182,-12.887143,-0.507325,0.103555,15.349257,-54.701608
5.917286,-12.909375,-0.498236,0.351817,14.950196,-53.780221
5.985494,-12.929739,-0.489547,0.828643,15.163179,-54.139361
6.053808,-12.947773,-0.483232,-0.237277,15.291102,-54.259398
6.119537,-12.962962,-0.480534,0.233967,14.904906,-54.231743
6.185849,-12.977479,-0.484961,0.023903,13.998422,-53.930313
6.252960,-12.991561,-0.491808,0.937733,15.112872,-53.777881
6.320786,-13.004309,-0.499772,0.511062,15.359451,-53.373345
6.389725,-13.016834,-0.503022,0.274187,15.139681,-53.528923
6.458638,-13.029816,-0.495856,0.538526,16.079040,-52.961901
6.521777,-13.043330,-0.486519,1.561579,15.001853,-53.256920
6.587800,-13.057155,-0.477251,1.482454,15.485875,-53.353582
6.654250,-13.073384,-0.471730,0.765795,15.620939,-52.951779
6.719605,-13.090514,-0.472504,1.508795,15.755756,-52.930106
6.784638,-13.108421,-0.478301,1.485695,15.926238,-52.126162
6.848946,-13.127449,-0.487543,1.602207,15.199866,-52.011035
6.911846,-13.147174,-0.496766,1.681840,15.416542,-51.988375
6.973825,-13.167300,-0.497245,2.131371,15.914977,-51.564013
7.035392,-13.186469,-0.490017,1.889503,16.140084,-51.045930
7.096875,-13.204948,-0.483641,2.119306,16.801951,-51.121484
7.158052,-13.219738,-0.476892,1.811398,17.023000,-50.209891
7.216950,-13.231527,-0.474518,2.751749,16.862983,-49.583698
7.275768,-13.241723,-0.476614,2.947408,16.285368,-50.233641
7.335552,-13.250642,-0.482851,3.023264,16.365903,-49.538925
7.395905,-13.258927,-0.490423,3.209565,17.532983,-49.803344
7.454803,-13.267638,-0.489076,3.994577,18.058945,-48.825015
7.511859,-13.276289,-0.482298,4.103480,18.082704,-49.035639
7.567246,-13.285275,-0.474137,5.313193,17.400204,-49.091797
7.625147,-13.296049,-0.468148,4.188519,17.893775,-48.702683
7.678423,-13.307047,-0.465933,5.120414,18.276119,-47.808004
7.730369,-13.318286,-0.467979,5.842884,18.099671,-47.349929
7.781175,-13.330233,-0.470337,5.749475,18.287645,-47.303386
7.830023,-13.343183,-0.470928,6.529545,18.123383,-47.400277
7.892595,-13.361625,-0.456406,7.276827,18.033599,-46.751958
7.940892,-13.375051,-0.430489,7.349620,18.432686,-47.107272
7.987881,-13.389216,-0.406667,7.000213,18.596036,-47.469067
8.032275,-13.399010,-0.383407,6.366435,18.775070,-47.092472
8.089315,-13.410378,-0.360418,7.446517,18.177448,-46.606397
8.144121,-13.421055,-0.348720,7.774952,18.073423,-46.203266
8.196429,-13.431248,-0.338695,8.134008,18.050464,-46.304634
8.245342,-13.441070,-0.316517,8.934116,18.117797,-45.962640
8.290776,-13.451388,-0.274147,9.137045,18.310476,-46.105741
8.340489,-13.460958,-0.235859,8.701199,16.719958,-46.772334
8.389063,-13.473939,-0.207185,9.120398,16.668768,-46.821227
8.437587,-13.490382,-0.191859,9.116223,16.455323,-46.232150
8.487257,-13.509561,-0.186758,9.000811,16.600785,-46.149966
8.534684,-13.530273,-0.180896,9.032644,16.988166,-45.530476
8.576843,-13.551262,-0.157328,10.023333,16.619217,-45.513386
8.620970,-13.569219,-0.119776,9.184416,16.874559,-45.529539
8.664992,-13.580869,-0.086305,8.672981,16.609178,-46.067010
8.709127,-13.588838,-0.059581,8.954552,16.380074,-45.715847
8.755986,-13.595612,-0.041471,9.405970,17.086898,-45.917641
8.804427,-13.599828,-0.025997,9.464787,16.669202,-45.711206
8.852417,-13.602254,-0.002173,9.828727,16.974545,-45.304160
8.896048,-13.607131,0.038326,10.173538,17.008124,-45.883604
8.935713,-13.612043,0.077114,10.691356,16.458740,-44.230418
8.978769,-13.620738,0.107220,10.260928,16.503824,-44.787378
9.024667,-13.634838,0.125207,10.348380,17.007581,-44.616319
9.072210,-13.651742,0.134832,10.101039,17.546841,-43.878677
9.119124,-13.669175,0.144333,9.943399,17.219823,-44.015402
9.165198,-13.689160,0.170725,9.526522,17.721766,-43.988964
9.213236,-13.705794,0.206360,8.872729,17.682664,-44.113854
9.261128,-13.718724,0.238221,8.617031,18.286306,-44.056445
9.308480,-13.727560,0.264383,8.640084,18.640851,-43.820885
9.356235,-13.734472,0.282830,9.259577,18.663489,-44.266775
9.405267,-13.739256,0.298992,9.169702,18.618372,-43.241480
9.452852,-13.745576,0.322453,9.401394,18.932374,-42.904057
9.498091,-13.749498,0.360503,10.001013,18.769440,-42.626620
9.539943,-13.752532,0.398159,9.829484,18.293149,-42.878982
9.582409,-13.759290,0.427701,9.176230,18.689791,-42.463093
9.636528,-13.773684,0.447435,8.947431,19.664361,-42.188754
9.692815,-13.791230,0.454478,8.592651,20.280499,-42.290703
9.748693,-13.811995,0.463581,8.055394,19.891076,-42.171801
